name,industry,area,pe,outstanding,totals,timeToMarket,date1,date2,date3,value-1,value-2,value-3
300044,赛为智能,软件服务,深圳,119.67,23441.65,33512.01,20100120,12.970000000000001,21.829999999999998,25.120000000000001
300080,易成新能,半导体,河南,842.47,50167.05,50280.39,20100625,8.1400000000000006,8.5999999999999996,9.4000000000000004
002316,键桥通讯,软件服务,深圳,0.0,31479.41,39312.0,20091209,12.0,14.15,15.630000000000001
000710,天兴仪表,汽车配件,四川,0.0,15120.0,15120.0,19970422,22.48,22.800000000000001,29.02
300218,安利股份,塑料,安徽,62.34,16849.02,21698.69,20110518,19.629999999999999,19.77,22.399999999999999
600556,ST慧球,软件服务,广西,0.0,39479.37,39479.37,20010807,12.65,12.99,14.67
300372,欣泰电气,电气设备,辽宁,0.0,9799.2,17155.72,20140127,2.75,2.7799999999999998,8.5999999999999996
