code,name,industry,area,pe,outstanding,totals,timeToMarket
600397,安源煤业,煤炭开采,江西,0.0,98995.97,98995.97,20020702
300501,海顺新材,广告包装,上海,94.73,1338.0,5338.0,20160204
600576,万家文化,影视音像,浙江,157.73,47980.48,63496.85,20030220
002657,中科金财,软件服务,北京,95.78,20843.76,33757.67,20120228
600789,鲁抗医药,化学制药,山东,226.69,58157.55,58157.55,19970226
600707,彩虹股份,元器件,陕西,0.0,73603.77,73675.77,19960520
002208,合肥城建,区域地产,安徽,41.25,31923.91,32010.0,20080128
000020,深华发Ａ,元器件,深圳,1052.62,18116.53,28316.11,19920428
002054,德美化工,化工原料,广东,24.98,31481.14,41923.07,20060725
000970,中科三环,元器件,北京,57.78,106520.0,106520.0,20000420
300380,安硕信息,软件服务,上海,406.01,4832.25,13744.0,20140128
600433,冠豪高新,造纸,广东,130.75,119028.0,127131.54,20030619
002577,雷柏科技,电脑设备,深圳,27.43,28122.72,28335.27,20110428
000551,创元科技,专用机械,江苏,52.82,40008.03,40008.03,19940106
002433,太安堂,中成药,广东,38.21,67497.39,77106.46,20100618
601616,广电电气,电气设备,上海,0.0,93557.5,93557.5,20110201
300037,新宙邦,化工原料,深圳,41.61,10883.75,18402.08,20100108
600976,健民集团,中成药,湖北,58.53,15322.9,15339.86,20040419
600724,宁波富达,区域地产,浙江,10.92,144494.27,144524.09,19960716
600187,国中水务,水务,黑龙江,364.67,145562.42,145562.42,19981111
000025,特 力Ａ,汽车服务,深圳,549.41,19388.16,29728.16,19930621
002532,新界泵业,农用机械,浙江,38.25,22966.75,32116.92,20101231
000014,沙河股份,全国地产,深圳,0.0,20170.51,20170.51,19920602
603959,百利科技,建筑施工,湖南,101.97,5600.0,22400.0,20160517
601636,旗滨集团,玻璃,湖南,31.94,247163.95,260833.95,20110812
600720,祁连山,水泥,甘肃,21.26,77616.27,77629.03,19960716
600527,江南高纤,化纤,江苏,368.77,80208.93,80208.93,20031127
603118,共进股份,通信设备,深圳,38.69,11898.42,35561.91,20150225
600126,杭钢股份,普钢,浙江,35.56,83893.88,259783.78,19980311
002474,榕基软件,软件服务,福建,371.19,44064.76,62220.0,20100915
002355,兴民智通,汽车配件,山东,168.96,34215.62,51370.0,20100209
603315,福鞍股份,机械基件,辽宁,77.41,7786.25,20000.0,20150424
603520,司太立,化学制药,浙江,72.16,3000.0,12000.0,20160309
002765,蓝黛传动,汽车配件,重庆,53.8,7984.6,20800.0,20150612
300373,扬杰科技,半导体,江苏,52.3,12898.45,47249.08,20140123
601866,中海集运,水运,上海,0.0,793212.5,1168312.5,20071212
002331,皖通科技,软件服务,安徽,73.49,27750.03,35032.71,20100106
002494,华斯股份,服饰,河北,555.38,25477.35,34847.8,20101102
300304,云意电气,汽车配件,江苏,64.58,19183.98,22682.92,20120321
002423,*ST中特,特种钢,河南,0.0,46551.0,50298.66,20100603
601678,滨化股份,化工原料,山东,40.84,118800.0,118800.0,20100223
000407,胜利股份,供气供热,山东,152.49,66144.9,88008.46,19960703
600228,昌九生化,化工原料,江西,0.0,24132.0,24132.0,19990119
002502,骅威文化,文教休闲,广东,54.34,40662.07,85982.89,20101117
603169,兰石重装,专用机械,甘肃,350.24,38670.39,102541.54,20141009
002337,赛象科技,化工机械,天津,0.0,56581.14,59428.26,20100115
002140,东华科技,建筑施工,安徽,61.17,43922.6,44603.44,20070712
600644,乐山电力,水力发电,四川,14.83,32648.0,53840.07,19930426
000806,银河生物,生物制药,广西,1502.31,69844.82,109991.17,19980416
300519,新光药业,中成药,浙江,73.74,2000.0,8000.0,20160624
600381,ST春天,医疗保健,青海,71.02,20581.01,68561.14,20010508
600288,大恒科技,软件服务,北京,0.0,43680.0,43680.0,20001129
300170,汉得信息,软件服务,上海,53.61,64291.87,86247.02,20110201
600758,红阳能源,煤炭开采,辽宁,0.0,11531.03,133296.2,19961029
300150,世纪瑞尔,软件服务,北京,2986.59,32706.1,54000.0,20101222
002432,九安医疗,医疗保健,天津,0.0,37200.0,43280.58,20100610
600066,宇通客车,汽车整车,河南,15.75,190348.42,221393.92,19970508
601155,新城控股,区域地产,江苏,21.18,69106.04,222048.42,20151204
300055,万邦达,环境保护,北京,54.98,63862.46,86518.47,20100226
000046,泛海控股,全国地产,北京,29.45,454988.69,519620.06,19940912
002240,威华股份,家居用品,广东,0.0,41992.25,49070.39,20080523
000597,东北制药,化学制药,辽宁,602.1,43854.98,47465.51,19960523
600686,金龙汽车,汽车整车,福建,23.11,44259.71,60673.85,19931108
600382,广东明珠,商贸代理,广东,31.04,34174.66,34174.66,20010118
002448,中原内配,汽车配件,河南,33.42,45851.8,58810.23,20100716
000631,顺发恒业,区域地产,吉林,34.76,216629.63,243251.92,19961122
600368,五洲交通,路桥,广西,18.36,83380.15,83380.15,20001221
300491,通合科技,电气设备,河北,173.02,2000.0,8000.0,20151231
002427,尤夫股份,化纤,浙江,53.02,39814.87,39815.46,20100608
002222,福晶科技,元器件,福建,99.96,41953.37,42750.0,20080319
600095,哈高科,区域地产,黑龙江,0.0,36126.35,36126.35,19970708
603861,白云电器,电气设备,广东,170.58,4910.0,40910.0,20160322
600168,武汉控股,水务,湖北,22.48,70956.96,70956.96,19980427
600386,北巴传媒,公共交通,北京,61.35,40320.0,40320.0,20010216
002690,美亚光电,专用机械,安徽,49.42,32644.5,67600.0,20120731
603188,亚邦股份,染料涂料,江苏,15.47,37900.8,57600.0,20140909
300109,新开源,化工原料,河南,107.62,8444.17,17048.24,20100825
002485,希努尔,服饰,山东,375.54,31999.03,32000.0,20101015
002148,北纬通信,互联网,北京,117.44,20448.8,25585.28,20070810
300478,杭州高新,橡胶,浙江,132.65,2417.0,6667.0,20150610
002556,辉隆股份,其他商业,安徽,49.04,69778.32,71760.0,20110302
603000,人民网,互联网,北京,347.41,110569.1,110569.1,20120427
300167,迪威视讯,通信设备,深圳,0.0,30020.25,30024.0,20110125
600070,浙江富润,纺织,浙江,623.48,35661.3,35661.3,19970604
600077,宋都股份,全国地产,浙江,72.64,134012.23,134012.23,19970520
300102,乾照光电,半导体,福建,206.8,41316.35,70455.32,20100812
002590,万安科技,汽车配件,浙江,107.61,36165.39,47964.69,20110610
000605,渤海股份,水务,北京,179.19,11843.54,19499.1,19960913
300002,神州泰岳,软件服务,北京,42.21,110302.97,196109.2,20091030
300527,华舟应急,专用机械,湖北,105.62,11570.0,46270.0,20160805
000008,神州高铁,运输设备,北京,96.12,149493.95,275770.94,19920507
300265,通光线缆,电气设备,江苏,48.1,33705.42,33750.0,20110916
600898,三联商社,电器连锁,山东,317.71,25252.38,25252.38,19960418
002132,恒星科技,钢加工,河南,70.35,71434.43,125677.45,20070427
